gene 2h 6h 16h 24h 48h 72h
PMAIP1 261.953106678 1108.78923521 431.21770569 241.509961205 218.590108565 195.893515627
PLAB 625.176208216 753.490632944 1451.57605448 1265.14268706 3167.01332212 1541.0104777
LOC58486 32.2390736832 98.869263471 79.9869508157 126.830429121 96.1551918263 73.2900211108
FZD2 171.047039618 147.712601601 167.243670303 111.221879726 82.5464677994 92.9633331608
FLJ11026 86.005016924 45.593599375 28.7424852802 54.7347597395 62.933470962 32.529422876
TMSNB 39.9312931329 121.633264014 105.576440529 97.4960354606 51.3350824741 32.1197086568
PCDH9 114.424750406 200.295612905 182.068003197 175.849468443 106.699593215 97.0428637934
I_959321 65.8801413695 117.318173875 99.674773571 124.566740836 82.0296501724 79.9346261755
UBE2E3 60.9769111472 60.7254794236 23.4174890554 38.0875128035 37.9783352079 27.4138875754
I_928737 74.6316938402 119.406558421 110.978211028 122.796538901 58.1576128334 37.305585132
ATP2B1 132.190826022 56.7809560195 27.9667857674 39.7573645138 56.3458806335 52.653443181
KLF5 146.936536725 230.603510589 182.292849718 310.193474091 230.320881243 188.882363323
H2A_S 116.550477814 112.91573679 129.705223491 98.1485355589 141.281335634 262.752394549
H1F0 97.6791501206 83.7718786757 176.573043995 187.341942723 151.39851063 115.573292251
KNSL4 82.2020951158 84.6882086716 97.1571196408 115.492499752 71.7127738883 64.7363103271
CHAF1A 88.000681286 53.9028390312 60.6520078987 90.0699114373 48.4644311856 39.1604309334
MGC5528 69.6232286948 69.7498456255 49.988107009 111.054568971 74.143457273 45.3556858059
NDUFS1 93.1450956276 90.9039768713 55.3323641767 119.414567821 115.384619506 95.0764872668
I_1151920 80.0757006763 155.239369415 144.375926727 143.616421864 89.9313781806 95.5657393621
MAN2A2 87.1011963658 122.259419655 124.687997617 155.183445565 97.7847908958 88.7306718236
STCH 73.2287745341 133.304645646 112.713014806 154.393583034 87.2160590922 76.4974423496
EREG 90.3772407631 48.8691129911 32.2612254557 74.3352313231 149.543471682 109.242082741
MAP3K7IP2 72.2312582956 23.897871579 32.4668176543 66.0607519225 73.0057604462 54.8298675994
NAP1L3 76.1897606958 160.228862046 205.219075727 271.380072834 179.584559134 150.078064168
PA26 96.7034183327 418.701082502 411.965665007 315.002193113 273.028762431 723.716303375
HNRPM 99.3045845737 81.7081653686 55.0888228301 109.776068048 101.17561833 52.9103251249
I_961562 133.848434201 66.5939060181 94.1024744747 99.6876324696 150.5938285 128.026437236
CCNDBP1 73.1855135161 124.698298169 122.284780927 263.054527521 184.532790585 148.403922018
FIBP 135.973998043 111.395083675 127.951396902 146.745007869 169.601230963 210.812838826
I_929203 83.1805949486 96.5937413574 100.300445158 201.911643644 108.071981301 156.057685112
COL13A1 54.0814535634 71.8676811212 27.4358681181 15.6598660023 13.6079896129 13.1550798805
FLJ10156 77.8758932874 110.028158214 65.933928718 61.4171155518 48.3820175614 24.4274225611
SNRPA 154.199601619 133.915628232 114.420763005 79.3538690912 74.6471788732 91.6656468213
MGC3038 112.326543629 171.795791375 159.157484127 105.894503459 90.5754315135 80.3457504637
PIST 48.7891751235 55.7581740423 39.0352254724 116.33944509 111.174419605 75.0985495513
MCJ 73.6870067986 116.068734664 75.1386940233 47.6682169531 44.5854609873 31.7955046454
RGS20 76.4681308455 81.9341619881 38.8638384719 46.834435843 39.8627077938 32.7867567907
MAP4 157.509262792 76.5881398364 49.6053258073 40.0668466212 54.1013714342 57.1629467343
I_963732 59.3110191025 89.9558470793 103.675825609 148.533849146 126.44343644 99.3714121378
I_960741 114.421018226 253.442281535 176.102991164 140.670001961 138.222036554 95.8952243559
FLJ10290 120.082284182 205.520290417 181.011722913 172.336491824 146.669334695 134.521777023
LOC114659 76.6992845786 73.8924080067 88.1164140493 148.959812392 108.919455098 105.215341571
HTATSF1 95.3900969626 178.194287363 108.279043692 193.005200066 162.152579819 126.134039678
BNIP3L 35.4371048957 35.6177555227 17.9470685433 43.6104612981 33.5954936872 21.0556697739
ISG15 145.675506822 152.046817863 252.284343857 284.331727526 330.404265274 433.667354963
FLJ12442 147.113069187 110.96090604 149.716294824 59.5218246806 45.053977306 73.9656394419
PHF3 66.1048283819 36.8761858795 62.7461895124 109.298173872 79.574664481 70.4897199102
NEDD4L 89.8294230518 45.5422167839 31.2592612143 47.7940261208 62.4663178855 36.4167943414
B3GNT6 128.118401126 134.500100241 149.694912697 164.809466735 95.2970087748 102.557019909
I_958920 83.9300884318 77.3338649396 100.730907307 51.1976284105 107.635930373 105.993018123
JRKL 50.4771200694 156.974402291 90.6077100909 143.306356775 120.487990193 79.0003130337
GEM 35.7135306169 92.5360005887 34.653325474 50.1046034219 77.2304116876 43.5994992641
I_959029 141.99140811 71.1304035185 61.2360595652 71.774839378 76.5637832681 80.4060039956
MGC14353 54.0591733098 120.14372577 88.0570015091 140.970813407 105.583010395 99.2100136597
ZFP103 111.202222175 210.117722779 241.862784253 281.754137847 174.29430298 129.690631413
I_957301 45.2519011515 116.018669924 63.9084689775 91.5075662599 54.2487531411 28.5407204863
TNFAIP6 116.75054892 539.59315159 161.080657812 150.546289549 102.518237923 138.741234245
STCH 79.7561648958 140.013320508 117.834427524 152.85054815 93.1084908049 81.992307735
DXS9879E 107.237862169 143.429234033 152.399292895 196.973153413 245.321644475 212.030394859
KIAA0052 100.721132793 47.8578037645 28.0551020945 57.2312997634 67.8307017236 58.6362267529
PARG 67.0618543387 33.285189339 41.5872097431 99.2718565809 98.5102558699 63.6151690249
RNUT1 91.8460434325 49.7794598489 70.4740997619 113.701377367 84.4273142605 72.3915252748
D123 105.221842654 85.813431629 52.8344864531 88.5535325021 100.885690437 87.6277936295
DKFZP434O1427 65.5265432166 130.342378433 111.282141168 155.032347475 92.2092691466 111.222020036
KRT18 103.869854384 109.731333924 109.171084444 149.345755196 187.420401763 224.822770188
POLI 46.7050129845 60.2622325116 58.4190962177 155.421886255 89.7107260514 72.5963864658
HEL308 64.3454011526 103.464594707 96.7485271039 152.326366432 132.643385244 109.448101532
ZNF216 78.2686692491 85.090652103 88.6090024808 148.913947893 114.513566301 93.7965585169
P2RX2 122.62952436 104.378705721 96.730580638 42.4167515304 93.5123220173 83.0952920902
FBXL5 67.7345267735 39.3258895275 56.7950228941 92.0960890958 119.910305899 98.4228293385
RBPMS 151.18561221 54.6343515358 46.2695681531 55.2317408284 64.9961803296 58.6686994399
REPS1 117.107158803 37.7102707812 43.5548490484 77.2241068875 79.8466549735 57.0430472506
NFKBIE 143.444799792 219.57901703 330.016461474 160.520274908 133.316028671 215.552548687
MGC5528 65.2114463366 67.3334207846 45.7916336106 110.01746163 77.3362769316 48.5532187887
SLC2A1 42.5076196785 25.5915720376 22.3674569069 62.3710857695 53.1845328275 32.2077341679
APG-1 94.4918113455 106.718688796 117.341288082 159.451492877 199.137034618 153.957544435
CPR8 66.6470532432 103.092731084 118.375303205 307.844344368 139.281625952 108.131696624
NIP30 100.852607942 85.2981455115 60.0852155912 119.470107581 89.7987738467 50.4432591279
KIAA0470 77.9382331892 29.1206419603 38.0333799451 50.5355471331 60.677890858 46.091524678
H1FX 192.900508173 165.021093964 292.21660873 132.6110113 90.348003059 113.262983973
IDH1 82.7907067198 121.015334443 147.204069227 223.660775191 248.9386446 190.951490609
C4ST 112.524080526 52.6899081539 43.1438890798 50.6707669257 67.9651059647 47.5405951408
ARHI 114.644373557 187.643163145 153.153642776 201.973868318 335.064709614 524.359651089
HBXIP 44.3225818539 117.902639136 92.521244445 126.432961586 72.5823790367 55.9037530301
SLC25A13 110.559457902 35.0809365062 38.3068255216 48.9906410248 72.268674461 59.9202760352
RGS2 172.510443986 205.880971017 103.770488856 194.69476216 100.148651332 101.916749953
DDX32 70.2400480057 39.5277748924 58.0880678003 124.417600929 90.5143454199 95.5389624907
HPCAL1 179.108024845 81.7419491966 90.1829554218 30.2942399403 48.5394957057 71.0977695977
RP42 68.2862944301 70.8296782575 74.4512305309 132.365618052 98.0409116824 78.36378771
FLJ20343 99.4612032069 87.0931340999 53.8248258247 128.06126223 105.083275366 95.0156294512
MTA1 161.34202943 86.5289084802 76.6537691691 76.2840808275 90.3820157332 106.327107811
GRN 111.244656372 98.9373667277 144.222651404 169.029846694 163.546872603 154.431782831
SEMA5A 111.46361122 88.9965637926 94.584563861 49.5019375918 86.0809469656 86.9482477136
CPS1 97.1712413954 85.4453611579 65.4457416647 56.2441830458 74.9359384811 57.3919744398
PMAIP1 258.662619369 1169.28939915 448.217345319 228.272930774 220.862899583 210.13219621
I_964012 69.045764331 118.341865539 95.4585595039 111.665443433 94.8314662053 87.9005789679
MLF1 81.0225202693 139.292874882 111.787705177 155.42926983 100.862982062 97.7554190345
CENPC1 52.8201496842 58.0214087715 64.8584122587 111.90245317 74.6917320071 56.8059049035
MGAT1 114.308228106 112.578377337 142.23778736 148.291855076 98.2868769477 76.4045849808
POLD4 93.5584371203 84.0675139283 87.4992492693 113.013128872 158.221848161 158.805466536
ALDOC 73.8104495912 77.0918313824 104.001112863 148.314601355 101.924010789 77.8996070493
FLJ20220 74.3985279216 19.4640688805 22.9423322809 38.0223823454 39.795526236 24.6215876015
KIAA0332 68.9652630834 60.9549957409 42.6023688796 114.697357051 94.3213585944 60.777665609
H2AFM 97.8739859391 101.855040238 124.570574355 78.0441350992 114.366408699 193.203837111
FLJ11896 83.7074954833 62.6108219915 44.9172512319 96.6766482309 100.937050562 98.9806690428
HDCMA18P 43.39583446 58.1580082127 47.8047419731 106.811973903 80.2850823073 55.5737733544
CEBPG 97.9609146936 326.145810607 159.229870325 170.909942065 172.659650227 104.417768901
FLJ20189 66.1505134668 124.23160832 99.3804306697 107.390633095 106.486447519 77.429276727
LOC57147 58.1274958788 80.3880745639 110.394934332 157.899387509 134.663592773 97.1068182781
I_1100404 113.451146226 66.9433007336 84.6153363752 144.510335984 106.771705906 85.1719764734
CPR8 74.7935417909 102.160169301 121.23166941 296.858472503 134.526559282 108.701462958
OPTN 95.1017836868 108.617153232 103.46053522 154.654403811 138.440063466 162.903052214
IL1RN 130.394602908 104.998065521 111.666117594 110.278080337 172.285334047 241.099287755
MIC2 69.8563614815 92.9391855945 83.8041215724 92.2738726718 60.4075908969 41.1106953473
RAP1GDS1 109.654617846 94.5339774607 42.1688156827 36.3918108418 43.8456649616 43.458481267
FLJ10156 80.8818017126 109.981642993 69.0574385764 62.1953980154 48.9054683902 22.3272322408
I_957301 43.9709227927 109.197801235 60.4648696555 92.5053550853 57.169174833 31.1926776209
DOCK1 80.3889325012 56.3730926274 31.0740685278 26.0129089515 45.4715140205 33.3794897624
HBP1 83.9192582899 98.2267172531 126.084407438 187.131216705 99.717047145 199.175395685
CPR8 70.2922474998 99.5190364929 113.73550752 305.733019653 138.532074607 104.993319339
I_931846 43.7028528603 110.50647292 60.3650619858 57.9504479803 35.1995465522 13.2195688142
FLJ12716 72.606450455 69.5496423969 54.3672255501 148.469141304 98.1717479572 83.2019657876
M11S1 115.284788737 52.2501711142 41.6275832425 82.3688741131 86.2674776404 79.6169695235
FLJ10201 53.29086017 30.2558612397 38.8278512445 82.4253729052 66.0933143578 50.7066077825
GMPS 125.36629912 52.0820225055 29.779129377 61.0387171712 63.864707645 51.3511707541
RAP1 92.1934275495 156.824488049 166.322343709 196.962942905 153.746431877 104.902996548
PROCR 127.661084866 169.283797085 174.631271524 230.749618235 284.406900468 332.541230528
MGC12760 34.2346623599 101.323557184 72.1925823661 121.461411759 70.7523923639 46.5679780245
NCKAP1 81.5209359818 66.6147385569 20.5446481063 47.2081978852 69.4855598378 48.1646362037
PSMA1 111.455614098 113.473449308 67.0490868904 124.305495774 93.955315552 69.7486154009
DJ79P11.1 97.6948917539 198.156503313 281.383653672 267.318072914 332.837547384 370.647336472
QPCT 91.9325134643 137.774857596 119.865643216 175.122347626 205.344492553 247.608509475
MACF1 103.25543271 39.3449328993 26.3521514005 38.3667953873 54.6757521107 44.9165471671
I_1152256 130.736400243 46.3238765678 39.286139726 47.0480789281 31.1113641999 31.6940875599
I_959769 83.480082363 75.9383534049 81.0887131043 47.7458368365 78.1550711112 80.1859209764
8D6A 94.7845395993 139.236465499 141.296451453 139.627231228 93.9012740778 80.1497740277
POLR3K 103.350872915 204.34650943 102.339498092 101.057817558 76.0670559442 57.0795246729
SARS 170.820620682 141.651134552 176.729373312 168.36018079 208.538802538 238.510013173
C7orf10 117.637770721 148.866636594 137.245909543 95.4326503692 239.931866734 239.694462872
GIOT-3 68.0347851442 176.428375563 126.488583479 142.967778514 99.6837673294 83.4381556835
DDX15 64.245085898 53.2680248264 34.0596992956 66.3498314131 47.761512422 34.7478535907
UBE2D2 99.5790924462 53.651265534 36.9788917187 53.5244788221 65.177084815 45.7561342839
FLJ20420 122.51572693 87.8860521214 48.7607769151 32.9067903181 44.6465729465 49.056246209
MGC14595 81.5081048731 144.51924781 129.514622257 125.228272327 100.277043189 89.9691423308
HSA249128 133.358687252 61.6639999205 40.5516120721 53.2176789589 55.9406829062 55.9687226804
FLNC 134.303418876 64.0915037203 53.1631029352 77.394364236 96.8727549526 70.3871476528
ERCC5 109.821560242 101.480735096 113.566498468 134.032921076 138.517113285 150.19759716
RYK 75.9931741024 50.5144377911 27.2162395595 78.7740301886 72.5192358348 50.4036025573
PUM1 63.2573759868 28.8601099246 44.6214685368 100.148029351 115.074119285 80.9789835219
TDG 47.7009147878 95.5412385872 92.2439805364 142.25676418 142.126745265 95.9769408684
FLJ10769 74.6326113424 106.534159603 115.543848865 147.450608691 114.19263696 73.0731806559
DKFZP564A2416 86.2535891505 68.562462949 41.9274503139 33.5373737582 55.4780927489 41.2566346248
AXL 165.419865368 82.4751136543 69.4411729952 52.1120187845 74.1417352389 57.789545995
ARHE 37.4234503304 128.044802295 75.6755876872 76.2108763429 132.912632858 89.6944228463
MGC5528 70.1078041043 67.215155968 45.192471881 111.348054405 73.5606218072 53.2809360021
FLJ12171 101.266813712 119.576841235 89.2520919192 94.6978880359 54.2584365028 40.3959748018
CITED2 152.531409265 106.917861637 80.4548425497 247.044499291 201.530228942 166.652034606
DDX36 77.2582099366 62.5169858915 82.4080100989 144.789457115 129.775938059 93.9956402699
BAIAP2 131.925821025 76.2252609349 115.929096737 210.497640063 166.350670705 155.867817373
CALM1 73.507062209 121.811433394 115.219369797 103.223242206 65.8968767063 57.9429309911
MDS031 62.7337504128 122.296110908 80.0451003732 98.7183459435 68.8475040525 48.7926248925
PMAIP1 289.876326543 1274.18178975 432.35533938 251.678131831 211.78585395 226.164139299
ACOX1 114.827859046 101.763200438 115.696318654 196.938866949 202.863126238 183.867971708
LCP 90.982714205 74.6253615927 82.4558578658 155.674450306 132.952347716 135.818805381
C20orf126 80.7331326993 155.550371666 171.642202515 168.90647785 109.304080411 72.4812700359
ZDHHC2 66.4031164846 103.792880081 81.8462092396 59.4933729638 72.3350649605 49.9556735936
FLJ10276 87.6842660078 84.4189454751 93.9287438077 160.59521747 151.343558884 118.172384992
ADAMTS1 137.193011151 120.178551881 59.7018978154 39.819503399 35.4513968125 20.5861804647
KIAA0020 70.6641594457 40.9573611001 48.6373882649 87.4386987922 73.1242124039 58.6935135346
PIGH 91.1779031161 150.334117385 128.366627124 201.671108421 110.681722854 107.312872347
I_966001 72.8137082178 102.826375729 99.6665614729 144.131954707 79.5156367837 65.2418270792
GYS1 81.095973443 47.0854941323 35.1754038183 47.4615413489 42.1535155721 31.6765835869
LANO 77.586378386 40.0963511065 56.7684573557 111.35708683 138.402941392 94.8443800365
I_1152296 104.272733589 39.6675804183 36.310029214 30.4105066184 47.1116146742 43.7125465082
FLJ20364 36.2910540582 57.7254209225 31.573073552 61.2274614964 39.8208308253 27.8067802951
CNOT8 49.9451019197 106.599664535 85.8225525657 157.482275433 110.836167408 83.9059976993
FLJ20432 74.281691192 205.52572005 145.738438674 139.930998707 132.453803292 95.4637425587
MANBAL 100.918249916 114.510989508 130.128069351 119.327527523 85.3679572569 72.5904548882
ARHE 37.2982351541 138.252216179 73.1638575999 75.9871147275 129.372544642 89.9116653731
DDX18 75.7954240391 79.2622266248 56.998709504 107.671972595 103.15264645 73.5075826775
TNFRSF14 142.671343906 145.117220036 305.325816447 339.337557323 327.297584922 422.631575084
FTL 141.25337925 145.649435301 211.786259996 149.982211046 172.234759126 174.003678321
HSPC031 148.22862552 190.795309017 127.41237509 87.6228260524 114.106339195 96.721027566
I_964870 112.290006065 67.8387725664 38.3518334752 41.863972689 66.6006714341 60.1622720893
COX6B 101.379434596 117.569446599 140.417414395 132.897276281 148.465655751 188.582759913
