gene	domain
MSH2	pfam01624
MSH2	pfam05188
MSH2	pfam05190
MSH2	pfam05192
MSH2	pfam01624
MSH2	pfam05188
MSH2	pfam05190
MSH2	pfam05192
MSH3	pfam00488
MSH3	pfam01624
MSH3	pfam05188
MSH3	pfam05192
MSH6	pfam01624
MSH6	pfam05188
MSH6	pfam05190
MSH6	pfam05192
MSH6	pfam01624
MSH6	pfam05188
MSH6	pfam05190
MSH6	pfam05192
MSH6	pfam01624
MSH6	pfam05188
MSH6	pfam05190
MSH6	pfam05192
MSH6	pfam01624
MSH6	pfam05188
MSH6	pfam05190
MSH6	pfam05192
MSH6	pfam01624
MSH6	pfam05188
MSH6	pfam05190
MSH6	pfam05192
MSH6	pfam01624
MSH6	pfam05188
MSH6	pfam05190
MSH6	pfam05192
MSN	pfam00373
MSN	pfam00769
MSN	pfam07851
MSN	pfam09379
MSN	pfam00373
MSN	pfam00769
MSN	pfam07851
MSN	pfam09379
MSN	pfam00373
MSN	pfam00769
MSN	pfam07851
MSN	pfam09379
MSN	pfam00373
MSN	pfam00769
MSN	pfam07851
MSN	pfam09379
MSN	pfam00373
MSN	pfam00769
MSN	pfam07851
MSN	pfam09379
MSX1	pfam00046
MT1E	pfam00131
MT1E	pfam00131
MT1F	pfam00131
MT1F	pfam00131
MT1X	pfam00131
MTERF	pfam02536
MTERF	pfam02536
MTERF	pfam02536
MTERF	pfam02536
MTERF	pfam02536
MTERF	pfam02536
MYC	pfam01056
MYC	pfam02344
MYH9	pfam00063
MYH9	pfam01576
MYH9	pfam02736
MYH9	pfam00063
MYH9	pfam01576
MYH9	pfam02736
MYH9	pfam00063
MYH9	pfam01576
MYH9	pfam02736
MYH9	pfam00063
MYH9	pfam01576
MYH9	pfam02736
MYH9	pfam00063
MYH9	pfam01576
MYH9	pfam02736
MYH9	pfam00063
MYH9	pfam01576
MYH9	pfam02736
MYNN	pfam00096
MYNN	pfam00651
MYNN	pfam13465
MYNN	pfam00096
MYNN	pfam00651
MYNN	pfam13465
MYNN	pfam00096
MYNN	pfam00651
MYNN	pfam13465
MYNN	pfam00096
MYNN	pfam00651
MYNN	pfam13465
MYNN	pfam00096
MYNN	pfam13465
MYNN	pfam00096
MYNN	pfam13465
MYNN	pfam00096
MYNN	pfam13465
MYNN	pfam00096
MYNN	pfam00651
MYNN	pfam13465
MYNN	pfam00096
MYNN	pfam00651
MYNN	pfam13465
MYO10	pfam00169
MYO10	pfam00373
MYO10	pfam16735
MYO10	pfam00169
MYO10	pfam00373
MYO10	pfam16735
MYO10	pfam00169
MYO10	pfam00373
MYO10	pfam16735
MYO10	pfam00169
MYO10	pfam00373
MYO10	pfam16735
MYO10	pfam00169
MYO10	pfam00373
MYO10	pfam16735
MYO1E	pfam06017
NAG	pfam05089
NAG	pfam12971
NAG	pfam12972
NAG	pfam05089
NAG	pfam12972
NAG	pfam05089
NAG	pfam12972
NAG	pfam05089
NAG	pfam12972
NAG14	pfam13855
NAG14	pfam13855
NAG14	pfam13855
NAP1L1	pfam00956
NAP1L1	pfam00956
NAP1L1	pfam00956
NAP1L1	pfam00956
NAP1L1	pfam00956
NAP1L1	pfam00956
NAP1L1	pfam00956
NAP1L1	pfam00956
NAP1L1	pfam00956
NAP1L1	pfam00956
NAP1L1	pfam00956
NAP1L3	pfam00956
NASP	pfam00515
NASP	pfam10516
NASP	pfam13424
NASP	pfam00515
NASP	pfam10516
NASP	pfam13424
NASP	pfam00515
NASP	pfam10516
NASP	pfam13424
NASP	pfam00515
NASP	pfam10516
NASP	pfam13424
NASP	pfam00515
NASP	pfam10516
NASP	pfam13424
NASP	pfam00515
NASP	pfam10516
NASP	pfam13424
NBEA	pfam02138
NBEA	pfam02138
NBEA	pfam06469
NBEA	pfam14844
NBEA	pfam15787
NBEA	pfam02138
NBEA	pfam06469
NBEA	pfam14844
NBEA	pfam15787
NBEA	pfam02138
NBEA	pfam06469
NBEA	pfam14844
NBEA	pfam15787
NBEA	pfam02138
NBEA	pfam06469
NBEA	pfam14844
NBEA	pfam15787
NBEA	pfam02138
NBEA	pfam06469
NBEA	pfam14844
NBEA	pfam15787
NBEA	pfam02138
NBEA	pfam06469
NBEA	pfam14844
NBEA	pfam15787
NBEA	pfam02138
NBEA	pfam06469
NBEA	pfam14844
NBEA	pfam15787
NBEA	pfam02138
NBEA	pfam06469
NBEA	pfam14844
NBEA	pfam15787
NBEA	pfam02138
NBEA	pfam06469
NBEA	pfam14844
NBEA	pfam15787
NCBP1	pfam09088
NCBP1	pfam09090
NCBP1	pfam09088
NCBP1	pfam09088
NCBP1	pfam09090
NCBP1	pfam09088
NCBP1	pfam09090
NCBP1	pfam09088
NCBP1	pfam09090
NCKAP1	pfam09735
NCKAP1	pfam09735
NCKAP1	pfam09735
NCKAP1	pfam09735
NCOA1	pfam09606
NCOA1	pfam00989
NCOA1	pfam07469
NCOA1	pfam08815
NCOA1	pfam08832
NCOA1	pfam14598
NCOA1	pfam16279
NCOA1	pfam16665
NCOA1	pfam09606
NCOA1	pfam00989
NCOA1	pfam07469
NCOA1	pfam08815
NCOA1	pfam08832
NCOA1	pfam14598
NCOA1	pfam16279
NCOA1	pfam16665
NCOA1	pfam09606
NCOA1	pfam00989
NCOA1	pfam07469
NCOA1	pfam08815
NCOA1	pfam08832
NCOA1	pfam14598
NCOA1	pfam16279
NCOA1	pfam16665
NCOA1	pfam09606
NCOA1	pfam00989
NCOA1	pfam07469
NCOA1	pfam08815
NCOA1	pfam08832
NCOA1	pfam14598
NCOA1	pfam16279
NCOA1	pfam16665
NCOA1	pfam09606
NCOA1	pfam00989
NCOA1	pfam07469
NCOA1	pfam08815
NCOA1	pfam08832
NCOA1	pfam14598
NCOA1	pfam16279
NCOA1	pfam16665
NCOA1	pfam09606
NCOA1	pfam00989
NCOA1	pfam07469
NCOA1	pfam08815
NCOA1	pfam08832
NCOA1	pfam14598
NCOA1	pfam16279
NCOA1	pfam16665
NCOA1	pfam09606
NCOA1	pfam00989
NCOA1	pfam07469
NCOA1	pfam08815
NCOA1	pfam08832
NCOA1	pfam14598
NCOA1	pfam16279
NCOA1	pfam16665
NCOA1	pfam09606
NCOA1	pfam00989
NCOA1	pfam07469
NCOA1	pfam08815
NCOA1	pfam08832
NCOA1	pfam14598
NCOA1	pfam16279
NCOA1	pfam16665
NCOA6	pfam09606
NCOA6	pfam13820
NCOA6	pfam09606
NCOA6	pfam13820
NCOA6	pfam09606
NCOA6	pfam13820
NCOA6	pfam09606
NCOA6	pfam13820
NCOA6	pfam09606
NCOA6	pfam13820
NCOA6	pfam09606
NCOA6	pfam13820
NCOA6	pfam09606
NCOA6	pfam13820
NCOA6	pfam09606
NCOA6	pfam13820
NCOR1	pfam05887
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NCOR1	pfam05285
NCOR1	pfam15784
NDRG1	pfam03096
NDRG1	pfam03096
NDRG1	pfam03096
NDRG1	pfam03096
NDRG1	pfam03096
NDUFA4	pfam06522
NDUFB9	pfam05347
NDUFB9	pfam05347
NDUFB9	pfam05347
NDUFS4	pfam04800
NDUFS4	pfam04800
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NEDD4L	pfam00397
NET-2	pfam00335
NET-2	pfam00335
NET-2	pfam00335
NET-2	pfam00335
NET-2	pfam00335
NEU1	pfam13088
NFE2L2	pfam06886
NFE2L2	pfam06886
NFE2L2	pfam06886
NFE2L2	pfam06886
NFE2L2	pfam06886
NFE2L2	pfam06886
NFIB	pfam00859
NFIB	pfam10524
NFIB	pfam00859
NFIB	pfam10524
NFIB	pfam00859
NFIB	pfam00859
NFIB	pfam10524
NFIB	pfam00859
NFIB	pfam10524
NFIB	pfam00859
NFIB	pfam10524
NFIB	pfam00859
NFIB	pfam10524
NFIB	pfam00859
NFIB	pfam10524
NFIB	pfam00859
NFIB	pfam10524
NFIB	pfam00859
NFIB	pfam10524
NFIB	pfam00859
NFIB	pfam10524
NFIB	pfam00859
NFIL3	pfam06529
NFIL3	pfam06529
NFIL3	pfam06529
NFIL3	pfam06529
NFIL3	pfam06529
NFKBIE	pfam12796
NINJ1	pfam04923
NINJ1	pfam04923
NKTR	pfam09528
NKTR	pfam09528
NKTR	pfam00160
NKTR	pfam09726
NKTR	pfam09726
NMI	pfam06017
NMI	pfam06017
NMI	pfam06017
NMT2	pfam01233
NMT2	pfam02799
NMT2	pfam01233
NMT2	pfam02799
NMT2	pfam01233
NMT2	pfam02799
NMT2	pfam01233
NMT2	pfam02799
NOT56L	pfam05208
NOT56L	pfam05208
NOT56L	pfam05208
NOT56L	pfam05208
NOTCH2	pfam05387
NOTCH2	pfam00066
NOTCH2	pfam06816
NOTCH2	pfam07684
NOTCH2	pfam11936
NOTCH2	pfam12796
NOTCH2	pfam05387
NOTCH2	pfam00066
NOTCH2	pfam06816
NOTCH2	pfam07684
NOTCH2	pfam11936
NOTCH2	pfam12796
NOTCH2	pfam05387
NOTCH2	pfam00066
NOTCH2	pfam06816
NOTCH2	pfam07684
NOTCH2	pfam11936
NOTCH2	pfam12796
NOTCH2	pfam05387
NOTCH2	pfam00066
NOTCH2	pfam06816
NOTCH2	pfam07684
NOTCH2	pfam11936
NOTCH2	pfam12796
NOTCH2	pfam05387
NOTCH2	pfam00066
NOTCH2	pfam06816
NOTCH2	pfam07684
NOTCH2	pfam11936
NOTCH2	pfam12796
NP220	pfam07382
NP220	pfam07382
NP220	pfam07382
NPAS2	pfam13426
NPAS2	pfam14598
NPAS2	pfam14598
NPAS2	pfam13426
NPAS2	pfam14598
NPAS2	pfam13426
NPAS2	pfam06752
NPAS2	pfam13426
NPAS2	pfam14598
NPAS2	pfam13426
NPAS2	pfam14598
NPAS2	pfam14598
NPD007	pfam01694
NPEPPS	pfam01433
NPEPPS	pfam11838
NPEPPS	pfam01433
NPEPPS	pfam11838
NPEPPS	pfam01433
NPEPPS	pfam11838
NPY1R	pfam00001
NPY1R	pfam00001
NPY1R	pfam00001
NR0B1	pfam14046
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NR3C1	pfam02155
NRIP1	pfam15687
NRIP1	pfam15688
NRIP1	pfam15689
NRIP1	pfam15690
NRIP1	pfam15687
NRIP1	pfam15688
NRIP1	pfam15689
NRIP1	pfam15690
NRIP1	pfam15687
NRIP1	pfam15688
NRIP1	pfam15689
NRIP1	pfam15690
NRIP1	pfam15687
NRIP1	pfam15688
NRIP1	pfam15689
NRIP1	pfam15690
NRIP1	pfam15687
NRIP1	pfam15688
NRIP1	pfam15689
NRIP1	pfam15690
NRIP1	pfam15687
NRIP1	pfam15688
NRIP1	pfam15689
NRIP1	pfam15690
NRIP1	pfam15687
NRIP1	pfam15688
NRIP1	pfam15689
NRIP1	pfam15690
NRIP1	pfam15687
NRIP1	pfam15688
NRIP1	pfam15689
NRIP1	pfam15690
NRIP1	pfam15687
NRIP1	pfam15688
NRIP1	pfam15689
NRIP1	pfam15690
NRIP1	pfam15687
NRIP1	pfam15688
NRIP1	pfam15689
NRIP1	pfam15690
NRIP1	pfam15687
NRIP1	pfam15688
NRIP1	pfam15689
NRIP1	pfam15690
NRIP1	pfam15687
NRIP1	pfam15688
NRIP1	pfam15689
NRIP1	pfam15690
NRP1	pfam11980
NRP1	pfam11980
NRP1	pfam11980
NRP1	pfam11980
NRP1	pfam11980
NRP1	pfam11980
NRP1	pfam11980
NRP1	pfam11980
NS1-BP	pfam00651
NS1-BP	pfam01344
NS1-BP	pfam01344
NS1-BP	pfam00651
NS1-BP	pfam01344
NS1-BP	pfam01344
NS1-BP	pfam01344
NT5E	pfam02872
NT5E	pfam02872
NTS	pfam07421
NUDE1	pfam04880
NUDE1	pfam04880
NUDE1	pfam04880
NUDE1	pfam04880
NUDE1	pfam04880
NUDE1	pfam04880
NUDE1	pfam04880
NUDE1	pfam04880
NUDE1	pfam04880
NUDE1	pfam04880
NUDE1	pfam04880
NUMB	pfam06311
NUMB	pfam06311
NUMB	pfam06311
NUMB	pfam06311
NUMB	pfam06311
NUP107	pfam04121
NUP107	pfam04121
NUP107	pfam04121
NUP133	pfam03177
NUP88	pfam10168
NUP88	pfam10168
NUP88	pfam10168
NXF1	pfam09162
NXF1	pfam12799
NXF1	pfam13855
NXF1	pfam09162
NXF1	pfam12799
NXF1	pfam13855
NY-REN-60	pfam06337
NY-REN-60	pfam13499
NY-REN-60	pfam14836
NY-REN-60	pfam06337
NY-REN-60	pfam13499
NY-REN-60	pfam14836
NY-REN-60	pfam06337
NY-REN-60	pfam13499
NY-REN-60	pfam14836
NY-REN-60	pfam06337
NY-REN-60	pfam13499
NY-REN-60	pfam14836
NY-REN-60	pfam06337
NY-REN-60	pfam13499
NY-REN-60	pfam14836
NY-REN-60	pfam06337
NY-REN-60	pfam13499
NY-REN-60	pfam14836
NY-REN-60	pfam06337
NY-REN-60	pfam13499
NY-REN-60	pfam14836
NY-REN-60	pfam06337
NY-REN-60	pfam13499
NY-REN-60	pfam14836
NY-REN-60	pfam06337
NY-REN-60	pfam14836
OA48-18	pfam03194
OA48-18	pfam03194
OA48-18	pfam03194
OA48-18	pfam03194
OA48-18	pfam03194
OA48-18	pfam11671
OA48-18	pfam03194
OA48-18	pfam03194
ORC3L	pfam07034
ORC3L	pfam07034
ORC3L	pfam07034
ORC3L	pfam07034
ORC3L	pfam07034
ORC3L	pfam07034
ORC3L	pfam07034
ORC3L	pfam07034
ORC4L	pfam14629
ORC4L	pfam14629
ORC4L	pfam14629
ORC4L	pfam14629
ORC4L	pfam14629
ORC4L	pfam14629
ORC4L	pfam14629
ORC4L	pfam14629
ORC4L	pfam14629
ORC5L	pfam13191
ORC5L	pfam14630
ORC5L	pfam13191
ORC5L	pfam14630
ORC5L	pfam13191
ORC5L	pfam14630
ORC6L	pfam05460
ORC6L	pfam05460
OSAP	pfam14962
OSBPL6	pfam00169
OSBPL6	pfam01237
OSBPL6	pfam00169
OSBPL6	pfam01237
OSBPL6	pfam00169
OSBPL6	pfam01237
OSBPL6	pfam00169
OSBPL6	pfam01237
OSBPL6	pfam00169
OSBPL6	pfam01237
OSBPL6	pfam00169
OSBPL6	pfam01237
OSBPL6	pfam00169
OSBPL6	pfam01237
OSBPL6	pfam00169
OSBPL6	pfam01237
OSBPL6	pfam00169
OSBPL6	pfam01237
OSBPL6	pfam00169
OSBPL6	pfam01237
OSBPL6	pfam00169
OSBPL6	pfam01237
OSBPL6	pfam00169
OSBPL6	pfam01237
p100	pfam12796
p100	pfam13637
p100	pfam12796
p100	pfam13637
p100	pfam12796
p100	pfam13637
p100	pfam12796
p100	pfam13637
p100	pfam12796
p100	pfam13637
p100	pfam12796
p100	pfam13637
p100	pfam12796
p100	pfam13637
P125	pfam03835
P125	pfam03835
P23	pfam00838
P23	pfam00838
P23	pfam00838
P4HA2	pfam08336
P4HA2	pfam08336
P4HA2	pfam08336
P4HA2	pfam08336
P4HA2	pfam08336
P4HA2	pfam08336
P4HA2	pfam08336
P4HA2	pfam08336
P4HA2	pfam08336
P4HA2	pfam08336
P4HA2	pfam08336
P4HA2	pfam08336
P4HA2	pfam08336
P4HA2	pfam08336
P4HA2	pfam08336
P5326	pfam08939
P5326	pfam08939
PA26	pfam04636
PA26	pfam04636
PA26	pfam04636
PAFAH1B1	pfam08513
PAFAH1B1	pfam08513
PAFAH1B1	pfam08513
PAFAH1B1	pfam08513
PAFAH1B1	pfam08513
PAFAH1B1	pfam08513
PAFAH1B1	pfam08513
PAIP1	pfam02854
PAIP1	pfam09030
PAIP1	pfam02854
PAIP1	pfam07145
PAIP1	pfam02854
PAIP1	pfam07145
PAIP1	pfam02854
PAIP1	pfam07145
PAIP1	pfam02854
PAIP1	pfam07145
PALMD	pfam03285
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PAM	pfam01082
PAM	pfam03712
PARG	pfam05028
PARG	pfam05028
PARG	pfam05028
PARG	pfam05028
PARG	pfam05028
PARG	pfam05028
PARG	pfam05028
PBX3	pfam03792
PBX3	pfam03792
PBX3	pfam03792
PBX3	pfam03792
PBX3	pfam03792
PBX3	pfam03792
PBX3	pfam03792
PBX3	pfam03792
PBX3	pfam03792
PCDH9	pfam08374
PCDH9	pfam08374
PCDH9	pfam08374
PCDH9	pfam08374
PCDH9	pfam08374
PCDH9	pfam08374
PCDH9	pfam08374
PCDH9	pfam08374
PCDH9	pfam08374
PCDHB2	pfam08266
PCDHB2	pfam16492
PCM1	pfam15717
PCM1	pfam15717
PCM1	pfam15717
PCM1	pfam02463
PCM1	pfam15717
PCM1	pfam02463
PCM1	pfam15717
PCM1	pfam02463
PCM1	pfam15717
PCM1	pfam02463
PCM1	pfam15717
PCM1	pfam02463
PCM1	pfam15717
PCM1	pfam02463
PCM1	pfam15717
PCM1	pfam15717
PCM1	pfam15717
PCM1	pfam02463
PCM1	pfam15717
PCM1	pfam02463
PCM1	pfam15717
PCM1	pfam15717
PCM1	pfam15717
PCM1	pfam15717
PCM1	pfam15717
PCNT2	pfam07798
PCNT2	pfam10495
PCNT2	pfam07798
PCNT2	pfam10495
PCNT2	pfam07798
PCNT2	pfam10495
PCNT2	pfam07798
PCNT2	pfam10495
PCSK5	pfam00082
PCSK5	pfam00757
PCSK5	pfam01483
PCSK5	pfam14843
PCSK5	pfam16470
PCSK5	pfam00082
PCSK5	pfam01483
PCSK5	pfam08686
PCSK5	pfam16470
PCSK5	pfam00082
PCSK5	pfam00757
PCSK5	pfam01483
PCSK5	pfam14843
PCSK5	pfam16470
PCSK5	pfam00082
PCSK5	pfam00757
PCSK5	pfam01483
PCSK5	pfam14843
PCSK5	pfam15913
PCSK5	pfam16470
PCSK5	pfam03302
PCSK5	pfam00757
PCSK5	pfam01483
PCSK5	pfam14843
PCSK5	pfam15913
PDCD6IP	pfam12273
PDCD6IP	pfam13949
PDCD6IP	pfam12273
PDCD6IP	pfam13949
PDCD6IP	pfam13949
PDCD6IP	pfam13949
PDE4DIP	pfam07989
PDE4DIP	pfam16046
PDE4DIP	pfam07776
PDE4DIP	pfam07851
PDE4DIP	pfam07851
PDE4DIP	pfam07989
PDE4DIP	pfam07989
PDE4DIP	pfam16046
PDE4DIP	pfam07989
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07851
PDE4DIP	pfam07989
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07851
PDE4DIP	pfam07989
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07851
PDE4DIP	pfam07989
PDE4DIP	pfam15678
PDE4DIP	pfam07989
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07851
PDE4DIP	pfam07989
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07851
PDE4DIP	pfam07989
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07851
PDE4DIP	pfam07989
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07851
PDE4DIP	pfam07989
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07851
PDE4DIP	pfam07989
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07851
PDE4DIP	pfam07989
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07851
PDE4DIP	pfam07989
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07851
PDE4DIP	pfam07989
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07851
PDE4DIP	pfam07989
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07776
PDE4DIP	pfam07851
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07776
PDE4DIP	pfam07851
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07776
PDE4DIP	pfam07851
PDE4DIP	pfam15678
PDE4DIP	pfam06758
PDE4DIP	pfam07776
PDE4DIP	pfam07851
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07776
PDE4DIP	pfam07851
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07776
PDE4DIP	pfam07851
PDE4DIP	pfam15678
PDE4DIP	pfam05456
PDE4DIP	pfam06758
PDE4DIP	pfam07776
PDE4DIP	pfam07851
PDE4DIP	pfam15678
PDEF	pfam00178
PDEF	pfam00178
PDEF	pfam00178
PDK2	pfam10436
PDK2	pfam10436
PDK2	pfam10436
PDK2	pfam10436
PDK4	pfam10436
PEX14	pfam04695
PEX14	pfam04695
PEX14	pfam04695
PEX14	pfam04695
PEX14	pfam04695
PEX3	pfam04882
PHF3	pfam07500
PHF3	pfam07744
PHF3	pfam12871
PHF3	pfam07500
PHF3	pfam07744
PHF3	pfam08648
PHF3	pfam12871
PHF3	pfam07500
PHF3	pfam07744
PHF3	pfam12871
PHF3	pfam07500
PHF3	pfam07744
PHF3	pfam07500
PHF3	pfam07744
PHF3	pfam08648
PHF3	pfam12871
PHF3	pfam07500
PHF3	pfam07744
PHF3	pfam07500
PHF3	pfam07744
PHF3	pfam08648
PHF3	pfam12871
PHF3	pfam07500
PHF3	pfam07744
PHF3	pfam08648
PHF3	pfam12871
PHKB	pfam00723
PHKB	pfam00723
PHKB	pfam00723
PHKB	pfam00723
PHKB	pfam00723
PHKB	pfam00723
PHTF1	pfam12129
PHTF1	pfam12129
PHTF1	pfam12129
PHTF1	pfam12129
PHTF1	pfam12129
PHTF1	pfam12129
PHTF1	pfam12129
PHTF1	pfam12129
PHTF1	pfam12129
PHTF1	pfam12129
PHTF1	pfam12129
PHYH	pfam05721
PHYH	pfam05721
PHYH	pfam05721
PIGH	pfam10181
PIGH	pfam10181
PIGH	pfam13900
PIGH	pfam10181
PIK3R3	pfam16454
PIK3R3	pfam16454
PIK3R3	pfam16454
PIK3R3	pfam16454
PIK3R3	pfam16454
PIR51	pfam15696
PIR51	pfam15696
PIST	pfam07716
PIST	pfam07716
PKIB	pfam02827
PKIB	pfam02827
PKIB	pfam02827
PKIB	pfam02827
PKIB	pfam02827
PKIB	pfam02827
PKIB	pfam02827
PKIB	pfam02827
PKIB	pfam02827
PKIB	pfam02827
PKIB	pfam02827
PKIB	pfam02827
PKIB	pfam02827
PKIB	pfam02827
PKP4	pfam13646
PLU-1	pfam02373
PLU-1	pfam02928
PLU-1	pfam08429
PLU-1	pfam02373
PLU-1	pfam02928
PLU-1	pfam08429
PLU-1	pfam02373
PLU-1	pfam02928
PLU-1	pfam08429
PLU-1	pfam02373
PLU-1	pfam02928
PLU-1	pfam08429
PLU-1	pfam02373
PLU-1	pfam02928
PLU-1	pfam08429
PLU-1	pfam02373
PLU-1	pfam02928
PLU-1	pfam08429
PMAIP1	pfam15150
PMM2	pfam03332
PMPCB	pfam00675
PMPCB	pfam05193
PMPCB	pfam00675
PMPCB	pfam05193
PMPCB	pfam00675
PMPCB	pfam05193
PNMA1	pfam14893
PNN	pfam04696
PNN	pfam04697
PODXL	pfam06365
PODXL	pfam06365
POLR2B	pfam04566
POLR2B	pfam04567
POLR2B	pfam04566
POLR2B	pfam04567
POLR2B	pfam04566
POLR2B	pfam04567
PP5395	pfam15063
PP5395	pfam15063
PPFIBP1	pfam01519
PPFIBP1	pfam01519
PPFIBP1	pfam03528
PPFIBP1	pfam01519
PPFIBP1	pfam01519
PPFIBP1	pfam03528
PPFIBP1	pfam01519
PPFIBP1	pfam01519
PPFIBP1	pfam14662
PPFIBP1	pfam01519
PPFIBP1	pfam14662
PPFIBP1	pfam01519
PPFIBP1	pfam01519
PPFIBP1	pfam01519
PPFIBP1	pfam03528
PPFIBP1	pfam01519
PPFIBP1	pfam03528
PPFIBP1	pfam01519
PPFIBP1	pfam03528
PPFIBP1	pfam01519
PPFIBP1	pfam01519
PPFIBP1	pfam01519
PPFIBP1	pfam03528
PPM1D	pfam00481
PPP1R12A	pfam12796
PPP1R12A	pfam13637
PPP1R12A	pfam15898
PPP1R12A	pfam13637
PPP1R12A	pfam13857
PPP1R12A	pfam15898
PPP1R12A	pfam12796
PPP1R12A	pfam13637
PPP1R12A	pfam15898
PPP1R12A	pfam12796
PPP1R12A	pfam13637
